date,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela
2022-01-19,111701.286,8989.714,100165.714,8634.143,30546.0,8669.429,0.0,988.0,4872.714,40402.429,992.143,9998.0,1618.429
2022-01-20,111888.0,11969.714,110428.714,9579.571,30577.857,9197.286,0.0,935.0,5838.429,43762.857,978.857,10334.714,1916.429
2022-01-21,108790.571,11316.857,119030.0,10920.0,30023.0,8817.429,0.143,938.857,5838.429,46675.714,934.429,11201.571,1861.857
2022-01-22,109004.0,11316.857,135679.714,11796.286,28944.714,8704.429,0.143,923.429,5838.429,47383.0,899.714,11399.857,2204.857
2022-01-23,109667.286,7943.857,148468.143,12683.286,28054.714,8046.143,0.143,860.571,5838.429,48575.0,885.143,10879.143,2077.571
2022-01-24,106190.571,9464.0,150360.429,14092.857,27618.571,7794.429,0.143,757.857,5885.571,49204.857,807.857,11174.0,1846.429
2022-01-25,103316.429,9262.857,158924.429,15461.571,26284.714,7537.571,0.143,656.286,6267.429,50361.714,713.714,11190.429,2106.857
2022-01-26,97628.143,8706.143,162100.143,16775.0,24897.0,6864.571,0.143,610.714,6341.0,49598.714,617.143,11183.857,2010.857
2022-01-27,90202.429,6667.143,170659.571,18478.857,23062.286,7025.571,0.571,552.571,6193.0,48621.714,569.714,10693.714,1982.429
2022-01-28,82447.143,5297.143,183443.143,20214.143,21620.429,7488.714,0.429,425.143,6973.286,45887.571,524.0,10799.143,1935.429
2022-01-29,74423.143,6071.857,189227.0,22562.429,20252.286,7281.857,0.429,409.286,7702.0,43181.857,488.714,10541.0,1930.143
2022-01-30,67521.143,6800.429,186606.0,24621.429,18828.286,6911.143,0.429,368.0,7702.0,39750.714,441.143,10349.429,2065.0
2022-01-31,62571.286,5017.429,188785.429,25970.571,17980.429,6852.857,0.429,355.571,5896.286,37611.143,404.571,9912.143,2344.0
2022-02-01,55179.714,4471.143,184637.0,27030.714,17257.857,6771.286,0.429,333.857,5866.571,31254.571,332.429,10013.286,2083.571
2022-02-02,48975.0,4072.143,180093.143,28742.0,16860.857,6887.143,0.429,312.714,5749.714,30827.714,340.286,9863.286,1805.714
2022-02-03,43933.286,3616.286,188299.857,30304.429,16275.857,6487.286,0.0,296.0,5466.286,26898.857,330.0,9927.429,1999.143
2022-02-04,40534.714,3616.286,182264.714,31572.714,15196.429,6319.429,0.286,357.714,4686.0,24365.429,329.857,9463.286,1952.429
2022-02-05,37657.286,3509.857,175478.286,32488.857,14356.0,5780.286,0.286,279.143,4933.714,21830.0,320.0,9442.143,1922.857
2022-02-06,36385.0,2781.286,169393.143,33441.429,13532.714,5627.0,0.286,256.714,5354.0,19869.0,338.429,9228.714,1751.714
2022-02-07,33804.143,2743.0,164640.571,34241.143,12646.429,5301.571,0.286,246.714,3792.143,19051.0,302.857,9226.429,1472.714
2022-02-08,31471.0,2196.571,165530.857,34469.143,11971.571,4264.571,0.286,232.143,3367.857,20715.429,326.143,8796.571,1714.714
2022-02-09,28925.571,2178.143,164595.571,34974.571,11068.0,3332.857,0.286,216.571,3068.714,15926.571,289.714,8436.857,1680.286
2022-02-10,26450.286,1693.0,146808.0,35166.143,10311.0,4119.286,0.286,197.857,2949.286,14644.0,263.571,8265.0,1510.0
2022-02-11,23080.143,1974.286,138983.143,35586.714,9172.571,2878.429,1.0,149.714,3219.714,13372.0,232.0,7869.429,1272.571
2022-02-12,21578.143,1557.143,135677.143,35414.286,8316.143,2153.143,1.0,107.429,2243.286,12350.714,224.714,7544.143,1189.571
2022-02-13,20667.429,1661.857,135215.0,35656.286,7627.0,1760.143,1.0,79.429,2361.143,11741.571,215.0,7349.714,1205.143
2022-02-14,18902.286,1442.571,133750.429,35291.571,6781.571,4284.429,1.0,92.714,2306.857,10973.857,187.714,7078.0,1380.571
2022-02-15,16871.286,1600.286,126281.571,35121.0,5924.571,4453.0,1.429,89.429,2240.143,10320.429,156.429,6746.0,1285.714
2022-02-16,15411.571,1166.714,121011.714,34822.286,5261.286,4453.0,2.0,80.571,2115.286,9810.286,136.0,6537.429,1215.0
2022-02-17,14203.0,1166.714,114938.429,34769.143,4653.286,3922.143,2.0,68.0,1947.0,9109.143,120.857,6066.714,1054.571
2022-02-18,14043.857,1040.571,110414.571,33948.429,4453.143,3922.143,1.0,61.286,1860.714,8122.571,108.286,6007.429,1194.429
2022-02-19,13541.714,913.571,106154.429,33758.857,4156.857,3922.143,1.0,68.857,2010.286,7890.714,101.571,5658.571,1055.857
2022-02-20,13279.0,875.571,103610.857,32850.714,3849.571,3922.143,1.0,71.429,1472.143,7189.857,97.143,5459.143,833.429
2022-02-21,13010.429,773.714,100884.429,31963.143,3813.571,2963.714,1.0,57.571,1452.143,6883.429,86.714,5260.429,732.286
2022-02-22,12778.571,714.857,97783.286,31177.0,3591.143,2888.714,0.571,55.143,1235.857,6298.714,78.0,5015.429,685.0
2022-02-23,12140.0,680.286,96191.429,30182.429,3311.0,2888.714,0.0,44.857,1062.143,5369.0,69.286,4642.571,645.429
2022-02-24,11232.571,680.286,92730.857,29477.571,3059.0,2690.714,0.571,37.286,947.714,4444.286,66.714,4445.286,568.429
2022-02-25,10389.429,623.143,86776.143,28916.429,2793.143,2690.714,0.571,38.714,763.571,3841.429,62.286,3904.857,497.143
2022-02-26,10073.429,572.0,81740.714,28054.857,2447.429,2690.714,0.571,36.143,614.0,3059.429,58.0,3710.571,537.429
2022-02-27,9953.429,530.286,79802.0,27145.429,2237.0,2690.714,0.571,33.571,934.429,2893.571,58.143,3543.857,537.429
2022-02-28,8854.571,425.0,76873.286,26366.286,2090.143,1124.857,0.714,36.143,685.857,2766.286,58.0,3297.571,578.714
2022-03-01,6936.0,342.857,65271.286,23584.0,1953.571,1031.286,0.714,28.571,708.429,2548.714,59.143,2945.143,478.857
2022-03-02,6304.143,274.857,50451.286,25282.714,1816.571,1821.429,1.143,27.429,631.429,2387.429,59.714,2722.0,431.714
2022-03-03,6150.0,335.571,45348.143,24129.571,1645.429,1208.0,0.714,29.143,557.714,2344.143,54.0,2442.857,428.0
2022-03-04,5989.286,237.571,42625.857,23080.143,1530.0,1208.0,0.857,24.0,609.143,2266.0,54.857,2270.714,401.286
2022-03-05,5822.857,214.714,41606.857,21815.0,1403.286,1208.0,0.857,21.286,648.714,1933.714,56.429,2118.429,323.286
2022-03-06,5632.0,267.857,39961.571,21006.857,1286.143,1208.0,0.857,23.429,365.429,1612.143,55.429,1980.571,357.429
2022-03-07,6033.143,243.286,40180.0,20220.429,1153.286,1973.571,0.714,20.143,411.143,1539.714,51.857,1917.286,241.857
2022-03-08,6455.143,273.143,47638.286,21901.0,1087.857,1973.571,0.857,18.571,346.429,1459.714,47.0,1890.714,263.143
2022-03-09,6163.0,362.857,50229.429,18954.714,1018.857,1495.571,0.429,17.0,349.571,1342.857,43.0,1756.714,226.0
2022-03-10,5722.714,363.429,50362.0,18155.429,971.429,1077.714,0.286,15.0,343.0,1227.286,44.429,1659.0,253.857
2022-03-11,5330.286,414.0,47882.286,17375.429,890.143,1077.714,0.429,11.857,330.429,1454.714,40.857,1558.857,212.0
2022-03-12,5124.0,400.0,45746.286,16877.286,816.714,1077.714,0.429,12.429,307.0,1398.0,38.143,1456.429,203.0
2022-03-13,4975.714,341.571,45472.571,16185.571,730.714,1077.714,0.429,12.714,286.286,1278.143,36.0,1428.714,227.571
2022-03-14,4741.571,341.571,44787.714,15811.429,661.714,1115.857,0.429,12.143,265.0,1257.714,30.571,1394.429,227.571
2022-03-15,4541.857,363.714,41245.857,15571.143,635.0,1160.571,0.286,11.571,239.143,1221.286,29.286,1378.143,213.429
2022-03-16,4339.714,307.0,41525.143,15117.286,618.857,848.429,0.429,11.286,210.714,1207.0,29.429,1398.143,270.714
2022-03-17,4116.857,313.857,39086.286,14767.0,622.429,848.429,0.429,9.714,178.143,1189.286,26.857,1488.286,191.286
2022-03-18,5374.143,346.571,38796.0,14234.571,605.714,848.429,0.143,9.714,169.714,774.429,25.143,1540.714,217.857
2022-03-19,5190.0,310.429,37630.143,13600.714,608.0,848.429,0.143,8.0,171.429,723.857,24.857,1577.0,203.0
2022-03-20,5188.714,315.429,37568.714,13033.0,616.0,1441.429,0.143,7.143,173.714,700.143,26.143,1562.429,180.0
2022-03-21,5041.143,358.571,36962.429,12557.571,621.571,695.143,0.143,6.857,173.429,736.0,33.143,1536.571,187.714
2022-03-22,4986.0,289.857,35800.286,11888.0,581.714,650.429,0.143,6.429,163.571,730.571,32.429,1497.286,191.0
2022-03-23,4832.0,256.571,35655.0,11339.286,534.143,650.429,0.0,5.571,149.0,675.143,34.286,1523.714,105.429
2022-03-24,4403.857,230.857,34679.714,10412.571,478.0,802.143,0.0,4.714,148.857,627.143,31.286,1438.714,116.143
2022-03-25,2711.857,188.714,32138.429,9457.714,435.286,1085.714,0.0,6.857,131.286,604.286,31.0,1348.714,113.286
2022-03-26,2675.857,226.286,30666.857,8762.429,386.0,1085.714,0.0,7.0,124.0,581.286,31.714,1278.571,93.857
2022-03-27,2617.429,238.571,30275.143,8159.429,358.857,492.714,0.0,5.714,115.286,572.286,29.857,1252.571,63.286
2022-03-28,2480.429,226.857,29651.286,7702.143,328.571,435.286,0.0,5.714,97.429,519.143,21.143,1191.714,63.571
2022-03-29,2300.714,250.429,27935.714,7422.714,329.571,707.857,0.571,5.286,74.571,497.286,19.0,1173.857,53.143
2022-03-30,2209.571,240.429,26034.571,6919.429,332.143,805.429,0.571,5.429,58.857,502.429,14.571,1058.571,82.286
2022-03-31,2381.571,198.0,25157.429,6398.429,334.143,653.714,0.571,6.429,39.714,476.429,15.571,969.0,71.571
2022-04-01,2289.429,210.143,24106.286,6000.857,332.429,370.143,0.714,5.0,84.429,466.857,13.714,894.286,65.571
2022-04-02,2197.571,191.429,22353.143,5593.857,332.429,370.143,0.714,5.0,73.857,460.857,11.286,825.429,90.143
2022-04-03,2149.857,161.429,21863.571,5222.714,326.143,370.143,0.714,5.429,63.857,450.857,11.0,776.0,104.286
2022-04-04,2052.571,130.0,22530.857,4979.0,327.714,717.429,0.714,5.429,57.571,441.286,9.0,771.143,105.143
2022-04-05,1880.571,142.429,22154.429,4780.429,320.571,444.857,0.286,6.286,57.571,420.714,7.571,714.286,123.0
2022-04-06,1754.429,115.143,21212.857,4494.857,322.857,347.286,0.714,6.857,57.571,402.143,5.571,681.714,104.571
2022-04-07,1619.857,159.857,20522.571,4247.714,315.286,501.143,0.714,7.429,57.571,445.0,2.857,645.571,116.143
2022-04-08,1629.286,106.571,21003.857,3981.286,310.429,501.143,0.571,7.429,13.286,455.0,1.714,624.286,118.286
2022-04-09,1634.714,122.571,21599.143,3768.714,302.714,501.143,0.571,6.857,13.286,451.0,1.714,634.714,95.0
2022-04-10,1630.286,115.571,21599.143,3623.857,301.143,501.143,0.571,7.714,13.286,425.857,1.286,628.0,89.714
2022-04-11,1575.429,140.0,20936.0,3482.571,300.286,420.286,0.714,7.571,13.286,440.429,0.714,589.571,80.857
2022-04-12,1553.857,119.286,20287.714,3416.571,305.0,420.286,0.857,8.143,13.286,491.286,5.0,521.429,73.714
2022-04-13,1502.143,132.571,20262.857,3273.0,300.143,466.286,0.429,7.857,13.286,528.429,5.0,454.857,87.0
2022-04-14,1443.0,102.0,19813.714,3107.429,293.286,312.429,0.429,7.571,13.286,538.0,5.0,398.0,99.143
2022-04-15,1243.0,102.0,17394.571,3008.857,276.857,312.429,0.429,7.714,0.0,554.0,5.0,348.857,88.714
2022-04-16,1201.714,83.143,14758.286,2867.143,257.571,312.429,0.429,7.571,0.0,556.286,5.0,288.143,94.429
2022-04-17,1198.143,86.0,14091.286,2605.429,232.571,312.429,0.429,6.0,0.0,599.857,5.0,266.571,81.571
2022-04-18,971.0,61.571,14168.429,2462.571,208.0,231.571,0.286,6.429,0.0,654.857,5.0,215.429,82.571
2022-04-19,674.286,63.571,12990.429,2395.857,197.0,237.429,0.0,5.714,33.714,667.429,3.714,163.571,72.714
2022-04-20,428.571,64.143,14433.571,2390.571,190.571,191.429,0.714,5.714,33.714,665.571,3.714,113.0,48.857
2022-04-21,224.571,62.286,13800.714,2345.857,192.0,226.429,2.857,5.857,33.714,658.143,3.714,76.429,25.143
2022-04-22,139.857,74.0,13056.429,2278.143,203.143,226.429,3.0,6.143,84.0,667.714,3.714,46.286,20.286
2022-04-23,61.143,58.0,13675.857,2262.429,222.0,352.571,3.0,6.429,84.0,708.0,3.714,26.143,12.429
2022-04-24,0.0,76.857,13835.0,2319.286,240.143,352.571,3.0,6.857,84.0,733.857,3.714,0.0,19.143
2022-04-25,1615.286,81.571,13547.286,2349.714,251.429,200.143,3.0,7.0,84.0,756.143,3.714,0.0,26.429
2022-04-26,1615.286,89.714,14691.714,2382.571,250.714,194.286,5.286,5.714,50.286,737.286,4.857,0.0,26.857
2022-04-27,1615.286,90.286,12433.571,2264.143,244.714,194.286,4.571,8.286,50.286,754.571,4.857,0.0,29.571
2022-04-28,1615.286,78.0,12613.0,2159.0,235.286,279.143,3.714,8.286,50.286,759.429,4.857,0.0,29.571
2022-04-29,1615.286,84.143,13477.857,2077.286,228.571,279.143,3.571,7.143,60.143,745.0,4.857,298.857,31.0
2022-04-30,1615.286,97.143,14632.571,2024.0,224.714,234.714,3.571,8.571,60.143,736.857,4.857,298.857,29.143
2022-05-01,3250.0,89.714,15005.143,2074.714,189.143,234.714,3.571,9.429,60.143,709.0,4.857,298.857,36.857
2022-05-02,1634.714,85.0,15011.143,2077.714,159.429,201.571,4.143,9.143,60.143,692.286,4.857,298.857,28.571
2022-05-03,1634.714,62.857,14909.714,2046.143,130.571,201.571,1.857,10.143,60.143,695.857,8.143,564.0,38.714
2022-05-04,1634.714,56.0,14785.286,2114.286,101.143,238.714,4.143,10.143,60.143,673.143,8.143,564.0,43.0
2022-05-05,1634.714,64.857,15037.571,2219.429,211.143,200.286,2.857,10.857,60.143,680.429,8.143,564.0,46.286
2022-05-06,1634.714,67.429,15838.0,2354.857,177.429,200.286,30.714,10.857,37.571,638.286,8.143,265.143,45.714
2022-05-07,1634.714,64.857,15756.286,2501.143,139.714,118.571,30.714,13.857,37.571,581.857,8.143,265.143,49.571
2022-05-08,2520.857,54.143,15719.571,2160.429,139.714,118.571,30.714,14.429,37.571,563.286,8.143,265.143,45.0
2022-05-09,2520.857,54.143,16178.286,2693.286,139.714,190.429,30.143,14.571,37.571,507.429,8.143,265.143,45.0
2022-05-10,2520.857,61.857,15994.143,2796.714,139.714,192.857,30.143,13.571,37.571,452.571,87.857,402.429,33.571
2022-05-11,2520.857,95.714,16469.286,2905.571,139.714,155.714,27.857,23.714,37.571,419.714,87.857,402.429,39.429
2022-05-12,2520.857,86.857,16421.0,3086.429,238.714,74.286,132.714,29.0,37.571,352.714,87.857,402.429,36.143
2022-05-13,2520.857,91.286,17261.571,3307.286,238.714,248.857,104.857,34.143,0.0,355.714,87.857,402.429,42.286
2022-05-14,2520.857,102.571,17652.0,3536.714,238.714,248.857,104.857,33.429,0.0,370.429,87.857,402.429,35.571
2022-05-15,4855.571,99.0,17693.429,4197.571,238.714,248.857,104.857,38.0,0.0,377.286,87.857,402.429,38.714
2022-05-16,4855.571,125.714,18236.429,3994.857,238.714,216.143,104.857,39.286,30.143,,87.857,402.429,44.286
2022-05-17,4855.571,133.143,15358.857,4083.714,238.714,213.714,104.857,48.571,30.143,485.714,33.143,791.143,44.286
2022-05-18,4855.571,91.714,12016.286,4346.857,238.714,213.714,104.857,48.0,30.143,834.857,33.143,791.143,39.857
2022-05-19,4855.571,131.857,8967.143,4684.571,542.143,366.143,55.143,49.429,30.143,,33.143,791.143,47.714
2022-05-20,4855.571,145.571,13953.429,4967.571,542.143,191.571,55.143,57.429,80.714,,33.143,791.143,45.286
2022-05-21,4855.571,154.0,11474.143,5156.714,542.143,191.571,55.143,60.571,80.714,,33.143,791.143,49.286
2022-05-22,6212.429,154.0,14690.0,5373.429,542.143,333.0,55.143,61.0,80.714,,33.143,791.143,46.143
2022-05-23,6212.429,139.143,14585.0,5431.857,542.143,311.0,55.143,62.286,50.571,907.0,33.143,791.143,45.429
2022-05-24,6212.429,186.429,19273.571,5609.0,542.143,315.429,68.857,59.429,50.571,766.286,25.143,1187.143,50.286
2022-05-25,6212.429,186.429,21327.286,5748.286,542.143,315.429,80.143,59.286,50.571,437.0,25.143,1187.143,41.714
2022-05-26,6212.429,173.571,25516.0,5996.143,620.571,342.857,25.0,58.571,50.571,532.143,25.143,1187.143,38.571
2022-05-27,6212.429,195.714,22676.0,6334.857,620.571,342.857,25.0,49.571,54.0,498.286,25.143,1187.143,43.143
2022-05-28,6212.429,185.857,26138.714,6798.857,620.571,436.571,25.0,41.857,54.0,606.143,25.143,1187.143,46.714
2022-05-29,7396.857,205.0,23194.143,7157.857,620.571,295.143,25.0,48.714,54.0,572.714,25.143,1187.143,39.286
2022-05-30,7396.857,222.143,24809.429,7329.429,620.571,366.143,25.0,47.286,54.0,576.857,25.143,1187.143,34.429
2022-05-31,7396.857,156.429,26031.857,7409.286,620.571,361.714,11.286,60.143,54.0,617.143,18.714,1341.286,34.714
2022-06-01,7396.857,229.286,29832.286,7619.0,620.571,492.286,4.286,76.286,54.0,611.857,18.714,1341.286,42.714
2022-06-02,7396.857,202.0,31539.714,7781.714,807.143,312.429,4.286,83.286,54.0,671.0,18.714,1341.286,38.0
2022-06-03,7396.857,219.429,30904.857,7831.571,807.143,312.429,4.286,89.571,0.0,719.857,18.714,1341.286,32.714
2022-06-04,7396.857,199.143,27442.143,7887.286,807.143,218.714,4.286,103.143,86.714,674.571,18.714,1341.286,34.286
2022-06-05,6577.857,210.714,26271.429,7911.143,807.143,218.714,4.286,93.571,86.714,761.429,18.714,1341.286,40.429
2022-06-06,6577.857,236.286,31065.286,8221.857,807.143,1148.0,4.286,95.143,86.714,774.286,18.714,1341.286,45.571
2022-06-07,6577.857,281.429,35303.571,8278.571,807.143,1148.0,4.286,94.143,86.714,754.571,18.0,1312.0,45.0
2022-06-08,6577.857,259.429,36537.143,8712.571,807.143,1146.714,2.286,84.429,86.714,802.571,18.0,1312.0,37.0
2022-06-09,6577.857,323.286,37080.0,9087.286,1248.857,1326.0,2.286,91.286,86.714,757.429,18.0,1312.0,53.571
2022-06-10,6577.857,245.143,39980.286,9571.857,1248.857,1326.0,2.286,93.0,197.571,756.286,18.0,1312.0,54.714
2022-06-11,6577.857,336.143,43951.143,9882.0,1248.857,1326.0,2.286,88.0,110.857,789.429,18.0,1312.0,45.571
2022-06-12,0.0,334.143,45626.571,10198.571,1248.857,1326.0,2.286,88.571,110.857,785.857,18.0,1312.0,55.714
2022-06-13,0.0,336.143,43131.429,10414.143,1248.857,790.571,2.286,90.286,110.857,864.143,18.0,2585.714,54.857
2022-06-14,5262.143,361.429,39330.857,10447.0,1248.857,790.571,2.286,83.857,110.857,931.857,13.286,1273.714,50.286
2022-06-15,5262.143,383.714,42284.571,10451.286,1248.857,850.429,3.286,81.286,110.857,926.143,13.286,1273.714,57.286
2022-06-16,5262.143,373.857,35845.571,10528.286,1972.857,671.143,3.286,83.714,110.857,1010.143,13.286,1273.714,57.571
2022-06-17,5262.143,456.0,27775.429,10548.286,1972.857,1286.429,3.286,83.714,197.714,1097.143,13.286,1273.714,80.857
2022-06-18,5262.143,365.0,23804.571,10493.571,1972.857,1286.429,3.286,85.286,197.714,1154.857,13.286,1273.714,95.857
2022-06-19,9267.714,432.429,22129.143,10531.0,1972.857,1286.429,3.286,85.571,197.714,1231.286,13.286,1273.714,88.571
2022-06-20,9267.714,460.429,36775.286,10299.429,1972.857,804.429,3.286,82.857,197.714,1311.0,13.286,1153.0,93.857
2022-06-21,4005.571,390.0,39621.143,10298.143,1972.857,1116.429,3.286,82.714,197.714,1480.286,7.286,1153.0,112.0
2022-06-22,4005.571,523.286,39852.0,10140.714,1972.857,927.286,7.286,80.857,197.714,1712.714,7.286,1153.0,105.0
2022-06-23,4005.571,614.143,50144.714,9514.857,2813.857,927.286,7.286,76.429,197.714,1941.143,7.286,1153.0,121.714
2022-06-24,4005.571,701.429,58771.0,9232.571,2813.857,312.0,7.286,80.286,300.571,2106.571,7.286,1153.0,117.286
2022-06-25,4005.571,824.0,58771.0,9369.571,2813.857,750.857,7.286,86.0,300.571,2228.286,7.286,1153.0,127.571
2022-06-26,3668.571,800.571,58771.0,9371.286,2813.857,750.857,7.286,86.857,300.571,2489.714,7.286,1153.0,124.429
2022-06-27,3668.571,716.0,53693.0,9508.429,2813.857,750.857,7.286,86.857,300.571,2376.571,7.286,811.571,121.286
2022-06-28,3668.571,861.286,55446.714,9597.714,2813.857,438.857,7.286,90.429,300.571,2524.857,6.714,811.571,103.143
2022-06-29,3668.571,1079.857,45174.429,9163.429,2813.857,1602.143,1.143,90.0,300.571,2782.429,6.714,811.571,131.0
2022-06-30,3668.571,1166.714,56462.286,9492.286,3403.857,1602.143,1.143,80.0,300.571,2605.286,6.714,811.571,97.429
2022-07-01,3668.571,1244.714,58699.571,9594.714,3403.857,1602.143,1.143,75.0,0.0,2667.571,6.714,811.571,130.714
2022-07-02,3668.571,1122.143,64097.286,9413.0,3403.857,1163.286,1.143,76.143,0.0,3064.857,6.714,811.571,138.857
2022-07-03,3879.143,1205.714,66750.857,9196.0,3403.857,1163.286,1.143,73.714,758.429,2942.857,6.714,811.571,129.429
2022-07-04,3879.143,1550.143,57943.857,8927.571,3403.857,1722.714,1.143,77.571,758.429,3204.571,6.714,0.0,178.143
2022-07-05,3879.143,1404.857,57651.429,8869.714,3403.857,1991.429,1.143,68.286,758.429,3342.571,3.714,660.286,178.143
2022-07-06,3879.143,1658.0,68675.143,9259.143,3403.857,828.143,2.286,74.0,758.429,3587.429,3.714,660.286,174.143
2022-07-07,3879.143,1842.0,57387.429,9285.714,3381.0,828.143,2.286,76.286,758.429,4215.286,3.714,660.286,189.286
2022-07-08,3879.143,1594.571,56683.0,9048.571,3381.0,1228.143,2.286,78.286,758.429,4698.429,3.714,660.286,190.714
2022-07-09,3879.143,1979.571,57522.0,8804.286,3381.0,1228.143,2.286,81.571,758.429,4875.0,3.714,660.286,182.286
2022-07-10,4549.286,2106.0,58006.0,8658.714,3381.0,1228.143,2.286,82.714,1855.429,5374.714,3.714,660.286,229.143
2022-07-11,4549.286,2385.714,57797.714,8608.0,3381.0,1195.429,2.286,81.143,1855.429,6164.571,3.714,1105.857,193.571
2022-07-12,4549.286,2385.714,56291.571,8531.0,3381.0,959.857,2.286,101.429,1855.429,6716.286,4.143,445.571,213.143
2022-07-13,4549.286,2846.714,55585.571,8425.571,3381.0,1717.286,0.0,93.857,1855.429,7649.714,4.143,445.571,220.571
2022-07-14,4549.286,3023.857,54632.571,8227.857,3521.286,1717.286,0.0,99.714,1855.429,6777.429,4.143,445.571,235.286
2022-07-15,4549.286,3023.857,59896.143,8074.714,3521.286,1317.286,0.0,101.429,3997.0,9599.143,4.143,445.571,227.857
2022-07-16,4549.286,3700.714,59395.0,7814.143,3521.286,1317.286,0.0,100.714,3997.0,10259.714,4.143,445.571,252.286
2022-07-17,5665.143,3623.714,57807.714,7549.143,3521.286,1317.286,0.0,102.714,2141.571,9387.0,4.143,445.571,301.429
2022-07-18,5665.143,2999.571,57044.0,7322.143,3521.286,1863.571,0.0,106.714,2141.571,11176.0,4.143,0.0,317.143
2022-07-19,5665.143,3621.429,56179.857,7193.714,3521.286,1975.571,0.0,92.714,2141.571,11788.571,4.286,348.286,297.571
2022-07-20,5665.143,4143.0,53930.714,6983.571,3521.286,1782.714,0.0,96.0,2141.571,12019.429,4.286,348.286,329.857
2022-07-21,5665.143,4414.429,51938.429,6884.286,3448.143,2683.857,0.0,89.286,2141.571,14020.286,4.286,348.286,380.429
2022-07-22,5665.143,5262.286,43629.857,6736.143,3448.143,2683.857,0.571,86.0,0.0,12417.857,4.286,348.286,368.429
2022-07-23,5665.143,4714.429,37894.286,6755.0,3448.143,2683.857,0.571,78.0,1748.571,12702.0,4.286,348.286,319.0
2022-07-24,5962.143,4821.143,41462.571,6870.714,3448.143,2683.857,0.571,76.286,1748.571,14034.0,4.286,348.286,357.143
2022-07-25,5962.143,5466.714,40307.143,7081.286,3448.143,2910.286,0.571,70.857,1748.571,11949.714,4.286,348.286,363.714
2022-07-26,5962.143,5749.571,37437.857,7189.714,3448.143,2765.143,0.571,69.857,1748.571,12220.857,2.429,285.0,363.714
2022-07-27,5962.143,5006.857,35728.429,7478.429,3448.143,2200.571,0.571,64.0,1748.571,12259.286,2.429,285.0,326.429
2022-07-28,5962.143,5001.714,34751.143,7613.0,2594.857,2122.571,0.571,60.571,1748.571,12448.0,2.429,285.0,399.143
2022-07-29,5962.143,4915.429,33596.0,7829.571,,2122.571,0.0,59.0,2612.714,10317.857,2.429,285.0,420.429
2022-07-30,5962.143,4911.429,36865.857,8004.571,,2122.571,0.0,54.143,,9388.714,2.429,285.0,473.429
2022-07-31,7535.0,4871.429,34649.143,8042.714,,2122.571,0.0,51.429,,10110.143,2.429,285.0,419.143
2022-08-01,,4225.857,33428.429,8100.143,,823.143,0.0,52.286,,9916.143,2.429,560.0,413.0
2022-08-02,,4706.571,32935.571,8182.286,,1155.0,0.571,42.714,,9209.286,2.286,,
